GUT_GENOME007505.HUMAN	0	1	HUMAN	g__CAG-485	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__
GUT_GENOME007506.HUMAN	0	1	HUMAN	g__UBA4675	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4675;s__
GUT_GENOME007523.HUMAN	0	1	HUMAN	g__CAG-521	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__
GUT_GENOME007573.HUMAN	0	1	HUMAN	g__Parabacteroides	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__
GUT_GENOME007598.HUMAN	0	3	HUMAN	f__Lachnospiraceae	family	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME007607.HUMAN	0	2	HUMAN	g__CAG-873	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__
GUT_GENOME007693.HUMAN	0	1	HUMAN	g__UBA7182	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__
GUT_GENOME007878.HUMAN	0	2	HUMAN	g__UBA4636	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__
GUT_GENOME007882.HUMAN	0	1	HUMAN	g__UMGS882	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__
GUT_GENOME008080.HUMAN	0	2	HUMAN	g__UMGS1537	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__UBA1255;g__UMGS1537;s__
GUT_GENOME008083.HUMAN	0	2	HUMAN	g__CAG-631	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-631;g__CAG-631;s__
GUT_GENOME008152.HUMAN	0	1	HUMAN	f__Lachnospiraceae	family	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__
GUT_GENOME008340.HUMAN	0	1	HUMAN	g__UBA737	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__
GUT_GENOME008742.HUMAN	0	2	HUMAN	g__CAG-495	genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__
GUT_GENOME008975.HUMAN	0	2	HUMAN	g__TF01-11	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__
GUT_GENOME009103.HUMAN	0	2	HUMAN	g__UBA7173	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__
GUT_GENOME009216.HUMAN	0	1	HUMAN	g__UBA9845	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA9845;s__
GUT_GENOME009245.HUMAN	0	1	HUMAN	f__Gastranaerophilaceae	family	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__
GUT_GENOME009549.HUMAN	2	2	HUMAN	g__Acetatifactor	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME009557.HUMAN	0	1	HUMAN	g__UBA7185	genus	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__
GUT_GENOME009669.HUMAN	0	3	HUMAN	g__CAG-353	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__
GUT_GENOME009689.HUMAN	0	2	HUMAN	f__Ruminococcaceae	family	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__
GUT_GENOME009750.HUMAN	0	2	HUMAN	g__CAG-1000	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__
GUT_GENOME009824.HUMAN	0	1	HUMAN	g__UBA1737	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UBA1737;s__
GUT_GENOME010079.HUMAN	0	2	HUMAN	g__UMGS1865	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__
GUT_GENOME010373.HUMAN	0	1	HUMAN	g__Eubacterium_R	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__
GUT_GENOME010556.HUMAN	0	2	HUMAN	g__RUG410	genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__
GUT_GENOME011144.HUMAN	0	3	HUMAN	f__Rikenellaceae	family	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__
GUT_GENOME011213.HUMAN	0	1	HUMAN	f__Victivallaceae	family	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__;s__
GUT_GENOME011267.HUMAN	0	2	HUMAN	g__UBA6414	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__UBA6414;s__
GUT_GENOME011451.HUMAN	0	1	HUMAN	g__UBA7642	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__
GUT_GENOME012071.HUMAN	0	1	HUMAN	g__UMGS1387	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS1387;s__
GUT_GENOME012637.HUMAN	0	3	HUMAN	f__Borkfalkiaceae	family	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__
GUT_GENOME012905.HUMAN	0	4	HUMAN	g__Phascolarctobacterium_A	genus	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__
GUT_GENOME013034.HUMAN	0	2	HUMAN	g__CAG-115	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__
GUT_GENOME013046.HUMAN	0	1	HUMAN	f__Anaeroplasmataceae	family	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Anaeroplasmataceae;g__;s__
GUT_GENOME013055.HUMAN	0	2	HUMAN	g__UMGS1865	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__
GUT_GENOME013168.HUMAN	0	5	HUMAN	o__UMGS1883	order	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__;g__;s__
GUT_GENOME013235.HUMAN	0	5	HUMAN	g__CAG-1000	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-1000;s__
GUT_GENOME013280.HUMAN	0	1	HUMAN	g__UMGS995	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UMGS995;s__
GUT_GENOME013431.HUMAN	0	2	HUMAN	g__UBA4636	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__
GUT_GENOME013773.HUMAN	0	15	HUMAN	g__RUG410	genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__
GUT_GENOME013957.HUMAN	0	2	HUMAN	f__Elusimicrobiaceae	family	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__;s__
GUT_GENOME014081.HUMAN	1	1	HUMAN	g__CAG-590	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-590;s__
GUT_GENOME014491.HUMAN	0	18	HUMAN	g__Duodenibacillus	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__
GUT_GENOME014555.HUMAN	0	2	HUMAN	g__Prevotella	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GUT_GENOME014643.HUMAN	0	6	HUMAN	f__CAG-239	family	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__
GUT_GENOME014765.HUMAN	0	2	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME015816.HUMAN	0	2	HUMAN	g__Sutterella	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME016626.HUMAN	0	1	HUMAN	g__Sutterella	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME017205.HUMAN	0	1	HUMAN	g__Sutterella	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME017790.HUMAN	0	1	HUMAN	g__Streptococcus	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
GUT_GENOME017813.HUMAN	0	8	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME017883.HUMAN	0	1	HUMAN	g__CAG-495	genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__
GUT_GENOME017938.HUMAN	2	2	HUMAN	g__Acetatifactor	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME017973.HUMAN	0	1	HUMAN	g__UMGS124	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__
GUT_GENOME017990.HUMAN	0	1	HUMAN	g__TF01-11	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__
GUT_GENOME018057.HUMAN	0	1	HUMAN	g__RUG410	genus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__
GUT_GENOME018108.HUMAN	0	2	HUMAN	g__UMGS75	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__UMGS75;s__
GUT_GENOME018175.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME018196.HUMAN	0	4	HUMAN	g__UMGS1293	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1293;s__
GUT_GENOME018318.HUMAN	0	2	HUMAN	g__Senegalimassilia	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__
GUT_GENOME018344.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME018376.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME018575.HUMAN	0	1	HUMAN	g__Ruminococcus_C	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__
GUT_GENOME018669.HUMAN	0	4	HUMAN	f__CAG-239	family	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__
GUT_GENOME018684.HUMAN	0	1	HUMAN	g__Megasphaera	genus	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__
GUT_GENOME018685.HUMAN	0	1	HUMAN	g__UMGS124	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__
GUT_GENOME018735.HUMAN	0	1	HUMAN	g__UBA11452	genus	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__
GUT_GENOME018782.HUMAN	0	3	HUMAN	g__CAG-1427	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__
GUT_GENOME018882.HUMAN	1	2	HUMAN	g__Acetatifactor	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__
GUT_GENOME018957.HUMAN	0	2	HUMAN	g__Blautia_A	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__
GUT_GENOME018964.HUMAN	0	1	HUMAN	g__Duodenibacillus	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__
GUT_GENOME018982.HUMAN	0	1	HUMAN	g__Eubacterium_J	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;s__
GUT_GENOME018983.HUMAN	1	1	HUMAN	g__CAG-632	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__
GUT_GENOME019121.HUMAN	0	2	HUMAN	g__Victivallis	genus	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__
GUT_GENOME019145.HUMAN	0	3	HUMAN	f__SFHR01	family	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SFHR01;g__;s__
GUT_GENOME019189.HUMAN	0	1	HUMAN	g__SFJ001	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__SFJ001;s__
GUT_GENOME019271.HUMAN	0	2	HUMAN	g__UMGS1773	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__UMGS1773;s__
GUT_GENOME019319.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME019327.HUMAN	0	1	HUMAN	g__Arcanobacterium_A	genus	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__
GUT_GENOME019330.HUMAN	0	5	HUMAN	g__Senegalimassilia	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__
GUT_GENOME019343.HUMAN	0	2	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME020249.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME021430.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME021760.HUMAN	0	1	HUMAN	g__CAG-302	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__
GUT_GENOME021955.HUMAN	0	1	HUMAN	f__UBA1829	family	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__;s__
GUT_GENOME022501.HUMAN	0	1	HUMAN	g__Borkfalkia	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__
GUT_GENOME022512.HUMAN	0	1	HUMAN	g__UBA5920	genus	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__UBA5920;s__
GUT_GENOME022890.HUMAN	0	1	HUMAN	g__UBA4334	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4334;s__
GUT_GENOME023482.HUMAN	0	5	HUMAN	g__UBA733	genus	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__UBA733;s__
GUT_GENOME023484.HUMAN	0	2	HUMAN	g__Anaerostipes	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__
GUT_GENOME023976.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME024283.HUMAN	0	2	HUMAN	g__CAG-1782	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__DTU072;g__CAG-1782;s__
GUT_GENOME024564.HUMAN	0	1	HUMAN	g__UMGS1279	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1279;s__
GUT_GENOME024712.HUMAN	0	1	HUMAN	g__UMGS1326	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1326;s__
GUT_GENOME024836.HUMAN	0	2	HUMAN	g__CAG-110	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__
GUT_GENOME025412.HUMAN	0	3	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME025525.HUMAN	0	3	HUMAN	g__Duodenibacillus	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__
GUT_GENOME025611.HUMAN	0	1	HUMAN	g__Victivallis	genus	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__
GUT_GENOME025619.HUMAN	1	1	HUMAN	g__NC2004	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NC2004;s__
GUT_GENOME025996.HUMAN	0	1	HUMAN	o__UBA1212	order	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UBA1212;f__;g__;s__
GUT_GENOME026244.HUMAN	0	1	HUMAN	g__CAG-110	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__
GUT_GENOME026466.HUMAN	0	1	HUMAN	g__Evtepia	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__
GUT_GENOME026742.HUMAN	0	1	HUMAN	g__RUG563	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG563;s__
GUT_GENOME026750.HUMAN	0	1	HUMAN	g__UBA1777	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__
GUT_GENOME026754.HUMAN	0	1	HUMAN	g__RUG563	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG563;s__
GUT_GENOME026764.HUMAN	0	1	HUMAN	g__UBA10677	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__
GUT_GENOME026810.HUMAN	0	1	HUMAN	g__UBA11490	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11490;s__
GUT_GENOME026811.HUMAN	0	1	HUMAN	g__UBA737	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__
GUT_GENOME026837.HUMAN	0	2	HUMAN	g__ER4	genus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__
GUT_GENOME027278.HUMAN	0	3	HUMAN	g__Campylobacter	genus	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__
GUT_GENOME027309.HUMAN	0	10	HUMAN	g__Prevotella	genus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__
GUT_GENOME030016.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME034763.HUMAN	0	1	HUMAN	g__Sutterella	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME035907.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
GUT_GENOME036853.HUMAN	0	2	HUMAN	g__Sutterella	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__
GUT_GENOME038289.HUMAN	0	1	HUMAN	g__Haemophilus_D	genus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__
GUT_GENOME038356.HUMAN	0	1	HUMAN	g__Collinsella	genus	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__
