GUT_GENOME000202	s__Clostridium_P ventriculi	species__Clostridium_P ventriculi	species	Clostridium_P ventriculi	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P ventriculi
GUT_GENOME142404	s__Clostridium baratii	species__Clostridium baratii	species	Clostridium baratii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
GUT_GENOME000248	s__Clostridium baratii	species__Clostridium baratii	species	Clostridium baratii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
GUT_GENOME142407	s__Clostridium baratii	species__Clostridium baratii	species	Clostridium baratii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
GUT_GENOME103818	s__Clostridium baratii	species__Clostridium baratii	species	Clostridium baratii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
GUT_GENOME141755	s__Clostridium baratii	species__Clostridium baratii	species	Clostridium baratii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii
GUT_GENOME000290	s__GCA-900066935 sp900066925	species__GCA-900066935 sp900066925	species	GCA-900066935 sp900066925	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066935;s__GCA-900066935 sp900066925
GUT_GENOME000314	s__Paraclostridium bifermentans	species__Paraclostridium bifermentans	species	Paraclostridium bifermentans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans
GUT_GENOME142058	s__Paraclostridium bifermentans	species__Paraclostridium bifermentans	species	Paraclostridium bifermentans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans
GUT_GENOME000534	g__Terrisporobacter	genus__Terrisporobacter	genus	Terrisporobacter	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__
GUT_GENOME000545	s__Clostridium cuniculi	species__Clostridium cuniculi	species	Clostridium cuniculi	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi
GUT_GENOME000333	s__Clostridium cuniculi	species__Clostridium cuniculi	species	Clostridium cuniculi	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi
GUT_GENOME000573	g__Clostridium_J	genus__Clostridium_J	genus	Clostridium_J	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__
GUT_GENOME000011	s__Bacillus paralicheniformis	species__Bacillus paralicheniformis	species	Bacillus paralicheniformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis
GUT_GENOME000711	s__Bacillus paralicheniformis	species__Bacillus paralicheniformis	species	Bacillus paralicheniformis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis
GUT_GENOME212958	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME045260	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME243470	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME000140	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME226902	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME000199	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME000110	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME030982	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME000291	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME094617	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME000724	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME231376	s__Clostridium saudiense	species__Clostridium saudiense	species	Clostridium saudiense	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudiense
GUT_GENOME208156	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207336	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME225917	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231964	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME103797	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME179015	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME208166	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME095360	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207247	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME095798	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207256	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME225909	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207455	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME079718	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207887	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME171472	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207272	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME212132	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207758	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME171477	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME208103	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME000727	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231838	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME000703	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207249	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231538	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231444	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME232217	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME045158	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207274	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME286250	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207718	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207697	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207283	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207726	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231442	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231867	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME232129	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME225935	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME212076	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME232022	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME171506	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME000201	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231234	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME150175	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207976	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME143403	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME207732	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME231380	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME143402	s__Clostridium paraputrificum	species__Clostridium paraputrificum	species	Clostridium paraputrificum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
GUT_GENOME000760	s__Paeniclostridium sordellii	species__Paeniclostridium sordellii	species	Paeniclostridium sordellii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paeniclostridium;s__Paeniclostridium sordellii
GUT_GENOME260330	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME135243	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME260794	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME119118	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME138675	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME255706	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME095092	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME283847	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME256398	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME000889	s__Eubacterium_G sp000432355	species__Eubacterium_G sp000432355	species	Eubacterium_G sp000432355	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000432355
GUT_GENOME130190	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME112850	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME085214	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME136339	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME264525	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME272530	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME126216	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME016255	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME082976	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME271534	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME222100	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME083004	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME114656	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
GUT_GENOME067552	s__Coprococcus eutactus_A	species__Coprococcus eutactus_A	species	Coprococcus eutactus_A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A
